10/12/2024 09:45:54	SHS	7019	udāna	rises us	rises up	Typo	srhodes@snowcrest.net	Done
12/10/2024 06:11:12	AP90	331	aciṣṇu	every where	everywhere	Typo – Please consider this to be a Global Correction across all dictionaries.	srhodes@snowcrest.net	
12/10/2024 11:28:24	LRV	454	acintya	Headword Listed Twice	Please DELETE the second redundant listing of this Headword in the Hierarchy.	Headword Listed Twice	srhodes@snowcrest.net	
12/10/2024 12:55:08	LRV	458	accha	Headword Listed Twice	Please DELETE the second redundant listing of this Headword in the Hierarchy.	Headword Listed Twice	srhodes@snowcrest.net	
12/10/2024 13:15:58	LRV	460	acchokti	Non-Indentation Error	"Please note that this word is a compound formed from ""accha"" and therefore deserves to be indented in the Hierarchy. Now the question arises, ""Do you indent words according to MW protocol?"". Or do we simply ignore the existing Etymological relations throughout this particular dictionary?"	Non-Indentation Error	srhodes@snowcrest.net	
12/10/2024 13:16:28	LRV	461	acchoda	Non-Indentation Error	"Please note that this word is a compound formed from ""accha"" and therefore deserves to be indented in the Hierarchy. Now the question arises, ""Do you indent words according to MW protocol?"". Or do we simply ignore the existing Etymological relations throughout this particular dictionary?"	Non-Indentation Error	srhodes@snowcrest.net	
12/10/2024 13:16:45	LRV	463	acchabhalla	Non-Indentation Error	"Please note that this word is a compound formed from ""accha"" and therefore deserves to be indented in the Hierarchy. Now the question arises, ""Do you indent words according to MW protocol?"". Or do we simply ignore the existing Etymological relations throughout this particular dictionary?"	Non-Indentation Error	srhodes@snowcrest.net	
12/10/2024 15:53:48	SHS	520	acyutavāsa	bāsa abode	vāsa abode	Typo	srhodes@snowcrest.net	
12/10/2024 15:55:59	AP90	350	acyuta	fig-tree	fig tree	"Typo – Please consider this to be a Global Correction across all dictionaries. My reasoning is simple: We do not write ""apple-tree"", ""orange-tree"", ""citrus-tree""; and ""fig"" is not an exception!"	srhodes@snowcrest.net	
12/10/2024 15:59:02	MW	1922	acyutavāsa	acyutāvasa	acyutāvāsa	Typo – Kaching!	srhodes@snowcrest.net	
12/10/2024 16:04:13	SHS	521	acyutāgraja	KRISHṆA, as VISHṆU	KṚṢṆA, as VIṢṆU	"Typo – Please consider this to be a Global Correction across all dictionaries; and of course the two target corrections cited above should be Globally taken care of one at a time. It is hard to believe that we are STILL making such corrections after two thousand corrections to MW dictionary! That is why Global Corrections across all dictionaries is an efficient approach, and ""efficient"" is my middle name (so to speak)."	srhodes@snowcrest.net	
12/10/2024 16:18:36	LRV	468	acyuta	Vishṇu or Kṛishṇa	Viṣṇu or Kṛṣṇa	"Typo – Please consider this to be a Global Correction across all dictionaries; and of course the two target corrections cited above should be Globally taken care of one at a time. It is hard to believe that we are STILL making such corrections after two thousand corrections to MW dictionary! That is why Global Corrections across all dictionaries is an efficient approach, and ""efficient"" is my middle name (so to speak)."	srhodes@snowcrest.net	
12/10/2024 16:21:02	LRV	467	acyuta	Headword Listed Twice	Please DELETE the second redundant listing of this Headword in the Hierarchy.	Headword Listed Twice	srhodes@snowcrest.net	
12/10/2024 16:22:57	LRV	471	acyutāvāsa	fig-tree	fig tree	"Typo – Please consider this to be a Global Correction across all dictionaries. My reasoning is simple: We do not write ""apple-tree"", ""orange-tree"", ""citrus-tree""; and ""fig"" is not an exception!"	srhodes@snowcrest.net	
12/11/2024 05:29:51	SHS	526	aja	Sakti	Śakti	"Typo – Please consider this to be a Global Correction across all dictionaries. I understand this could be a difficult Global correction, but here is the solution: make it ""Case Sensitive"" and that should prevent ativyāpti in the case of the correct word ""sakti"" which very likely will not be capitalized."	srhodes@snowcrest.net	
12/11/2024 06:10:16	MW	1959	ajajīvika	goat-herd	goatherd	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards. Also, in this case please keep in mind that in the hyphen almost suggests: ""a heard of goats"" which obviously is not the correct meaning."	srhodes@snowcrest.net	
12/11/2024 06:18:34	SHS	538	ajaṭā	añjhaḍā and añjhaṭā	ajjhaḍā and ajjhaṭā	Typo – Please note that this correction seems to agree with MW and Apte.	srhodes@snowcrest.net	
12/11/2024 10:41:57	SHS	541	ajanani	aka- raṇi 	akaraṇi 	"Typo – Please note that this reference is correctly parsed as ""a-karaṇi"", therefore a correction must be made."	srhodes@snowcrest.net	
12/11/2024 10:54:50	AP90	371	ajanya	earth-quake	earthquake	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/11/2024 10:54:51	AP90	371	ajanya	earth-quake	earthquake	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/11/2024 10:54:51	AP90	371	ajanya	earth-quake	earthquake	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/11/2024 10:54:51	AP90	371	ajanya	earth-quake	earthquake	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/11/2024 10:54:51	AP90	371	ajanya	earth-quake	earthquake	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/11/2024 11:06:46	SHS	545	ajapa	Agoatherd	A goatherd	Typo	srhodes@snowcrest.net	
12/11/2024 11:18:35	SHS	545	ajapa	SIVA and SAKTI	ŚIVA and ŚAKTI	"Typo – Typo – Please consider this to be a Global Correction across all dictionaries; and of course the two target corrections cited above should be Globally taken care of one at a time; Also, please note that both corrections should be treated as case sensitive to avoid ativyāpti (as the target words to be corrected to exist but not as PROPER NAMES). Also, for other dictionaries the case sensitive forms to be corrected should be ""Siva""  and  ""Sakti"". SHABDA always lists names  fully capitalized (which I do not appreciate)."	srhodes@snowcrest.net	
12/11/2024 11:24:50	SHS	546	ajamīḍha	VISHNU	VIṢṆU	"Typo – Please consider this to be a Global Correction across all dictionaries. Also, for other dictionaries the case sensitive form to be corrected should be ""Vishnu"". SHABDA always lists names fully capitalized (which I do not appreciate)."	srhodes@snowcrest.net	
12/11/2024 11:32:26	SHS	546	ajamīḍha	YUDHISHṬHIRA	YUDHIṢṬHIRA	"Typo – Please consider this to be a Global Correction across all dictionaries. Also, for other dictionaries the case sensitive form to be corrected should be ""Yudhishṭhira"". SHABDA always lists names fully capitalized (which I do not appreciate). Also, if you would like to ""get radical"" you could make this target correction: ""shṭ""  ——becomes—— ""ṣṭ""  ,  across ALL dictionaries, and to take care of SHABDA's penchant, also with the target ""SHṬ""  ——BECOMES—— ""ṢṬ"" • KACHING! You may do the same for the two letters ""SHṆ""  ——BECOMES—— ""ṢṆ""  (for Shabda) and ""shṇ""  ——BECOMES—— ""ṣṇ"" for ALL dictionaries including Shabda (for the instances of lower case)."	srhodes@snowcrest.net	
12/11/2024 11:55:42	LRV	484	ajamīḍha	yudhiṣṭhira	Yudhiṣṭhira	Typo – Please consider this to be a Global Correction across all dictionaries. My reasoning is simple: We must capitalize the first letter of a proper name.	srhodes@snowcrest.net	
12/11/2024 12:07:37	LRV	497	ajabha	ajabha	ajambha	"Typo – Please note that this is a suggested ""print change"" based upon the listing of several other dictionaries (Apte, MW, Shabda), which Andhrabharati has noted as, ""Scott likes to compare other dictionaries."" Yes I do! It is one of the many ways that I honor the tradition of Sanskrit knowledge. Speaking of Andhrabharati, can He confirm or deny this correction? Is the word ""ajabha"" a correct form or variation? Has the nasal been elided by some rule of grammar?"	srhodes@snowcrest.net	
12/11/2024 12:08:01	LRV	492	ajabha	ajabha	ajambha	"Typo – Please note that this is a suggested ""print change"" based upon the listing of several other dictionaries (Apte, MW, Shabda), which Andhrabharati has noted as, ""Scott likes to compare other dictionaries."" Yes I do! It is one of the many ways that I honor the tradition of Sanskrit knowledge. Speaking of Andhrabharati, can He confirm or deny this correction? Is the word ""ajabha"" a correct form or variation? Has the nasal been elided by some rule of grammar?"	srhodes@snowcrest.net	
12/11/2024 12:12:06	LRV	495	ajasra	ajasras, ajasreṇa 	ajasram, ajasreṇa 	Typo – based upon the context of the citation, this correction must be made.	srhodes@snowcrest.net	
12/11/2024 12:21:11	MW	2100	ajahalliṅga	Attention Jim	"In response to one of my submissions several months ago, you made the following comment: (I am paraphrasing) - ""there are no adjectives in Sanskrit"". Then please explain the definition given here: ""(in Gr.) a noun which does not drop its original gender, when used as an adjective."" LB Please address, in particular, the last five words of the previous sentence in relation to your previous comment cited above."	Attention Jim	srhodes@snowcrest.net	
12/11/2024 12:25:03	LRV	499	ajā	Prakṛiti	Prakṛti	"Typo – Please consider this to be a Global Correction across all dictionaries. Also, if you would like to ""get radical"", you could make the correction more efficient by using the target ""ṛi"" —— BECOMES —— ""ṛ""  across ALL dictionaries. My God, that would take care of MANY errors! Efficient is my middle name!"	srhodes@snowcrest.net	
12/11/2024 12:26:50	LRV	499	ajā	Headword Listed Twice	Please DELETE the second redundant listing of this Headword in the Hierarchy.	Headword Listed Twice	srhodes@snowcrest.net	
12/11/2024 12:35:22	LRV	508	ajātaśatru	yudhiṣṭhira	Yudhiṣṭhira	Typo	srhodes@snowcrest.net	
12/11/2024 12:37:34	LRV	512	ajita	Headword Listed Twice	Please DELETE the second redundant listing of this Headword in the Hierarchy.	Headword Listed Twice	srhodes@snowcrest.net	
12/11/2024 12:38:14	LRV	513	ajita	Vishṇu	Viṣṇu	Typo	srhodes@snowcrest.net	
12/11/2024 17:43:01	MW	200766	viśuddhi	purity (also fig.). holiness	purity (also fig.), holiness	Typo	srhodes@snowcrest.net	
12/12/2024 05:46:15	MW	1964	ajadaṇḍī	brahmadaṇḍi	brahmadaṇḍī	Typo	srhodes@snowcrest.net	
12/12/2024 06:01:57	MW	1971	ajapād	aja kapād	aja-ekapād  OR  ajaikapād	"Typo – Please note that I follow APTE and choose, ""ajaikapād""."	srhodes@snowcrest.net	
12/12/2024 11:19:45	MW	1985	ajamukha	goat faced	goat-faced	Typo	srhodes@snowcrest.net	
12/12/2024 17:02:08	MW	2086	ajara	Jīrṇapañjhi	jīrṇaphañjī	Typo	srhodes@snowcrest.net	
12/13/2024 10:32:29	MW	2057	ajana	Homonym Number Missing	"Please add the number ""1"" to the right side of this Headword in the hierarchy list to properly mark the location of this Homonym."	Homonym Number Missing	srhodes@snowcrest.net	
12/13/2024 10:44:17	MW	2070	ajanta	"Letter ""b"" missing?"	"I am wondering if the TWO ""ajanta"" Headwords should be distinguished with the letters ""a"" and ""b"" in the Hierarchy Display? LB NAMELY ""a"" = 1) the proper compound listing [ID=1769] under the Headword ""ac""; LB AND LB NAMELY ""b"" = 2) the ""pointer"" Headword simple placed alphabetically [ID=2070]"	"Letter ""b"" missing?"	srhodes@snowcrest.net	
12/13/2024 10:54:39	AP90	390	ajānika	goat-herd	goatherd	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/13/2024 11:00:19	MW	2118	ajāmi	co-habitation	cohabitation	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/13/2024 11:11:21	MW	115415	padāji	(fr. pada + āji? Pāṇ. vi, 3, 52)	(fr. pad + āji? Pāṇ. vi, 3, 52)	"Typo – Please note that this is a suggested print change based upon the cited rule of Pāṇini which clearly authorizes: ""pad + āji"". Please note that the pūrvapada: ""pada"" (+ āji) is NOT indicated in the rule cited above."	srhodes@snowcrest.net	
12/13/2024 14:28:10	SHS	37256	virajā	kavitthānī	kapitthānī	Typo	srhodes@snowcrest.net	
12/13/2024 16:28:03	AP90	403	ajīta	two-fold	twofold	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards. Also, if you would like to ""get radical"" you could make this target correction: ""-fold"" ——becomes—— ""fold"". Generally the definition of ""-fold"" is in regard to an amount or number; in either case the word preceding ""-fold"" will VERY likely be a number. And in all such cases the ""hyphen"" is simply not needed."	srhodes@snowcrest.net	
12/13/2024 16:36:18	AP90	406	ajīva	i. e.	i.e.	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. This is an abbreviation which in a dictionary listing does not contain a space in the middle. I eliminate any ""space"" that is not needed in the English Language."	srhodes@snowcrest.net	
12/13/2024 16:51:48	MW	2190	ajur	ajur	ajura	"Typo – Please note that this is a possible Headword Typo and Print Change. Here is the reasoning: 1) Both APTE and the Great Vācaspatyam derive this word as ""ajura"" with the affix KuraC (where K and C are elided). Please consult the Pāṇini rule 3.2.162. Similarly derived words are: vidura, bhidura, chidura. Note that all end in the vowel ""a"", which of course is part of the KuraC affix. I hope that Andhrabharati will comment."	srhodes@snowcrest.net	
12/14/2024 05:57:29	SHS	578	ajīgartta	Sunasephas	Śunaḥśepa	Typo – Please note that the spelling should be with diacritic markings. There may be other variant spellings, but this correction is at least a suggestion in the right direction.	srhodes@snowcrest.net	
12/14/2024 06:16:22	LRV	521	ajihma	Headword Listed Twice	Please DELETE the second redundant listing of this Headword in the Hierarchy.	Headword Listed Twice	srhodes@snowcrest.net	
12/14/2024 06:17:22	LRV	526	ajīrṇa	Headword Listed Twice	Please DELETE the second redundant listing of this Headword in the Hierarchy.	Headword Listed Twice	srhodes@snowcrest.net	
12/14/2024 13:33:01	AP90	433	aṃjanā	Kunjara	Kuñjara	"Typo – Typo – Please consider this to be a Global Correction across all dictionaries. Also, if you would like to ""get radical"" you could make this target correction: ""nj"" ——becomes—— ""ñj"", as this is required by the rule of Sanskrit Sandhi."	srhodes@snowcrest.net	
12/15/2024 05:00:53	SHS	594	ajñānina	ajñānina	ajñānin	Typo – This is a wonderful Headword Typo proven by the very fact of the nominative forms given: mfn. (-nī-ninī-ni)	srhodes@snowcrest.net	
12/15/2024 05:08:40	SHS	599	añcita	Go ne	Gone	"Typo – Please note that the ""space"" is now gone!"	srhodes@snowcrest.net	
12/15/2024 05:11:48	SHS	600	añcitabhrū	eye-brows	eyebrows	"Typo –  Please note that this is a suggested Global ""print change"" across all dictionaries; however the target correction should be aimed at the singular form which will automatically correct the plural: ""eye-brow"" —— becomes —— ""eyebrow"". I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/15/2024 05:15:44	SHS	602	añjana	eye-lashes	eyelashes	"Typo –  Please note that this is a suggested Global ""print change"" across all dictionaries; however the target correction should be aimed at the singular form which will automatically correct the plural: ""eye-lash"" —— becomes —— ""eyelash"". I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/15/2024 05:17:47	SHS	602	añjana	lamp black	lampblack	"Typo –  Please note that this is a suggested Global ""print change"" across all dictionaries."	srhodes@snowcrest.net	
12/15/2024 06:00:00	LRV	533	ajñāna	eauses	causes	Typo	srhodes@snowcrest.net	
12/15/2024 06:09:34	LRV	540	añjana	Headword Listed Twice	"Please DELETE the second redundant listing of this Headword in the Hierarchy. My view is simple: If the Great Etymological Dictionary of the Sanskrit Language : ""MW"", does not distinguish the existence of ""añjana 1"" and """"añjana 2"", then I simply do not accept any other dictionary double listing this Headword (to no purpose)."	Headword Listed Twice	srhodes@snowcrest.net	
12/15/2024 12:12:40	LRV	553	aṃjīra	fig-tree	fig tree	"Typo – Please consider this to be a Global Correction across all dictionaries. My reasoning is simple: We do not write ""apple-tree"", ""orange-tree"", ""citrus-tree""; and ""fig"" is not an exception!"	srhodes@snowcrest.net	
12/15/2024 13:10:11	MW	129052	peṣaṇī	grind-stone	grindstone	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/15/2024 13:10:33	MW	129055	peṣāka	grind-stone	grindstone	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/15/2024 13:11:09	MW	129053	peṣaṇīputraka	grind-stone	grindstone	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/15/2024 13:28:06	SHS	619	aṭa	Roaming. wandering	Roaming, wandering	Typo	srhodes@snowcrest.net	
12/15/2024 13:31:55	SHS	12231	kṣapāṭa	Rakshasa	Rākṣasa	"Typo – Please consider this to be a Global Correction across all dictionaries. Also, if you would like to ""get radical"" you could make this target correction: ""ksh"" ——becomes—— ""kṣ"", as this is required by Sanskrit Sandhi."	srhodes@snowcrest.net	
12/15/2024 16:04:42	LRV	559	aṭavika	wood-man	woodman	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/15/2024 16:10:48	LRV	560	aṭā	Headword Listed Twice	"Please DELETE one of the two redundant listings of this Headword in the Hierarchy. In this case, I would suggest eliminating the first instance since we have two Headwords following: ""aṭāṭā"" and ""aṭāṭyā"". In my view the pūrvapada should be located just prior to its following compounds in the Hierarchy. But there should not be a DOUBLE listing unless you are going to mark the Headword in the Hierarchy itself with the numbers ""1, 2"" or letters ""a, b"" etc."	Headword Listed Twice	srhodes@snowcrest.net	
12/15/2024 16:17:04	LRV	565	aṭṭa	market-place	marketplace	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/15/2024 16:18:56	LRV	564	aṭṭa	Headword Listed Twice	"Please DELETE the second redundant listing of this Headword in the Hierarchy. My view is simple: If the Great Etymological Dictionary of the Sanskrit Language : ""MW"", does not distinguish the existence of ""aṭṭa 1"" and """"aṭṭa 2"", then I simply do not accept any other dictionary double listing this Headword (to no purpose)."	Headword Listed Twice	srhodes@snowcrest.net	
12/15/2024 16:18:57	LRV	564	aṭṭa	Headword Listed Twice	"Please DELETE the second redundant listing of this Headword in the Hierarchy. My view is simple: If the Great Etymological Dictionary of the Sanskrit Language : ""MW"", does not distinguish the existence of ""aṭṭa 1"" and """"aṭṭa 2"", then I simply do not accept any other dictionary double listing this Headword (to no purpose)."	Headword Listed Twice	srhodes@snowcrest.net	
12/15/2024 16:22:08	AP90	459	aṭṭa	horse-laugh	horselaugh	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards. Also, in regard to this correction, please ask yourself, ""Do horses laugh?"""	srhodes@snowcrest.net	
12/15/2024 16:36:54	LRV	567	aṭṭahāsa	aṭṭāṭṭahāsa	"This DOUBLE LISTING actually involves a missing compound: ""aṭṭāṭṭahāsa"", as you will see by checking the printed page. Therefore, you need to ""disentangle"" this missing Headword: ""aṭṭāṭṭahāsa m. very violent laughter"" which is wrongly listed as ""aṭṭahāsa m. very violent laughter. [ID=567]"" from the proper Headword currently listed as ""aṭṭahāsa m. loud laughter, a horse-laugh. [ID=568.1]"". The reason this is confusing is BECAUSE IT IS CONFUSING! The double listing of the Headword ""aṭṭahāsa"" needs to be rectified by simply correcting the FIRST INSTANCE by making it the proper compound ""aṭṭāṭṭahāsa m. very violent laughter. [ID=567]"" AND THEN REMOVING in the window display the concurrent definition: ""aṭṭa-hāsa m. loud laughter, a horse-laugh. [ID=568.1]"" AS THIS Headword ""aṭṭahāsa [ID=568.1]"" has its SECOND and proper listing in the Hierarchy after the Headword ""aṭṭahasita"". Lastly, in this SECOND and proper listing of the Headword: ""aṭṭa-hāsa m. loud laughter, a horse-laugh. [ID=568.1]"" YOU WILL NEED TO ELIMINATE in the window display the concurrent definition: ""aṭṭahāsa m. very violent laughter. [ID=567]"" which I have shown to be incorrect (reread if necessary) • May I say, ""Super Kaching?"" "	Headword Typo AND Missing Headword!	srhodes@snowcrest.net	
12/15/2024 16:44:04	MW	2362	aṭṭahasita	horse-laugh	horselaugh	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards. Also, in regard to this correction, please ask yourself, ""Do horses laugh?"""	srhodes@snowcrest.net	
12/15/2024 16:44:33	MW	2370	aṭṭahāsya	horse-laugh	horselaugh	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards. Also, in regard to this correction, please ask yourself, ""Do horses laugh?"""	srhodes@snowcrest.net	
12/15/2024 16:46:42	LRV	572	aṭṭālikākāra	brick-layer	bricklayer	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/15/2024 16:58:48	SHS	618	aṭa	Headword Listed Twice	"RākṣasaPlease DELETE one of the two redundant listings of this Headword in the Hierarchy. Or, if you prefer distinguish the two listings as ""1"" and ""2"" etc. But Double Listing Headwords without any distinction is one of the features of a low-grade dictionary (note the proper use of the hyphen which happens of be so wrongoy overused in these Sanskrit Dictionaries)."	Headword Listed Twice	srhodes@snowcrest.net	
12/15/2024 16:59:14	SHS	618	aṭa	Headword Listed Twice	"Please DELETE one of the two redundant listings of this Headword in the Hierarchy. Or, if you prefer distinguish the two listings as ""1"" and ""2"" etc. But Double Listing Headwords without any distinction is one of the features of a low-grade dictionary (note the proper use of the hyphen which happens of be so wrongoy overused in these Sanskrit Dictionaries)."	Headword Listed Twice	srhodes@snowcrest.net	
12/16/2024 05:49:29	SHS	625	aṭavika	wood-man	woodman	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards. Also, in regard to this correction, please ask yourself, ""are we talking about a man made of wood?"""	srhodes@snowcrest.net	
12/16/2024 06:00:26	SHS	633	aṭṭahāsa	horse-laugh	horselaugh	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards. Also, in regard to this correction, please ask yourself, ""Do horses laugh?"""	srhodes@snowcrest.net	
12/16/2024 06:15:21	SHS	639	aṭṭālikākāra	Sudra	Śūdra	"Typo – Please consider this to be a Global Correction across all dictionaries. In order to limit the correction to a single word, use the target "" Sudra "" —— BECOMES —— "" Śūdra ""  (with a space before and after)."	srhodes@snowcrest.net	
12/16/2024 07:08:14	MW	139498	prāṇ	prāaṇiṇat	prāṇiṇat	Typo	srhodes@snowcrest.net	
12/16/2024 07:09:03	MW	139498	prāṇ	P. prāniti	P. prāṇiti	Typo	srhodes@snowcrest.net	
12/16/2024 11:44:30	MW	2395	aṇi	linch-pin	linchpin	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards. Also, please note that currently we are: ""Having Fun on a Hyphen Hunt"" (say that twenty times as fast as you can; but be very serious about it and without smiling)."	srhodes@snowcrest.net	
12/16/2024 11:45:01	MW	2395.1	aṇī	linch-pin	linchpin	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards. Also, please note that currently we are: ""Having Fun on a Hyphen Hunt"" (say that twenty times as fast as you can; but be very serious about it and without smiling)."	srhodes@snowcrest.net	
12/16/2024 11:48:24	MW	2396	aṇi	Double Listed Headword	"Please include this Supplemental Definition along with the Main Entry listing of this Headword and delete this Redundant listing of the Headword as there is no difference in accent indicated. And of course, include the ""circle-S"" symbol with the now Singular Headword Listing in the Hierarchy."	Double Listed Headword	srhodes@snowcrest.net	
12/16/2024 11:56:28	MW	2405	aṇīmāṇḍavya	aṇi	aṇī	"Typo – Please note that this is a suggested ""print change"", based upon the fact that the pūrvapada is clearly ""aṇī"". Why then bother to mention ""aṇi"" in the case of this compound formed from ""aṇī""?"	srhodes@snowcrest.net	
12/16/2024 12:24:21	LRV	580	aṇu	Headword Listed Twice	Please DELETE the second redundant listing of this Headword in the Hierarchy.	Headword Listed Twice	srhodes@snowcrest.net	
12/16/2024 12:29:15	SHS	649	aṇīyas	superlative aff.	comparative aff.	"Typo – Please note that this is a suggested ""print change"", because actually the word ""aṇiṣṭha"" is the correct superlative form. The word ""aṇīyas"" is strictly speaking ""comparative"", and I am strict!"	srhodes@snowcrest.net	
12/16/2024 12:40:30	SHS	655	aṇureṇujāla	moats	motes	"Typo – Please note that this is a suggested ""print change"", because frankly we are not talking about: ""a deep, wide ditch surrounding a castle""."	srhodes@snowcrest.net	
12/17/2024 05:37:44	MW	2475	aṇḍākāra	egg shaped	egg-shaped	Typo - sometimes we add the hyphen! (I am a hyphen hunter).	srhodes@snowcrest.net	
12/17/2024 05:45:55	SHS	660	aṇḍakoṭarapuṣpā	aṇḍakoṭarapuṣpā	aṇḍakoṭarapuṣpī	"Typo – Please note that both MW and APTE spell this word as ""aṇḍakoṭarapuṣpī"". I hope that Andhrabharati will clarify the correct spelling (perhaps both?). Also, I do not find this word referenced here as: ""See ajantrī."" Please elucidate."	srhodes@snowcrest.net	
12/17/2024 05:45:55	SHS	660	aṇḍakoṭarapuṣpā	aṇḍakoṭarapuṣpā	aṇḍakoṭarapuṣpī	"Typo – Please note that both MW and APTE spell this word as ""aṇḍakoṭarapuṣpī"". I hope that Andhrabharati will clarify the correct spelling (perhaps both?). Also, I do not find this word referenced here as: ""See ajantrī."" Please elucidate."	srhodes@snowcrest.net	
12/17/2024 05:46:44	SHS	660	aṇḍakoṭarapuṣpā	ajantrī	ajāntrī	Typo	srhodes@snowcrest.net	
12/17/2024 05:54:29	MW	2473	aṇḍasū	f.	mfn.	"Typo - Please note that the definition given: ""oviparous"" is an adjective in the English Language. It is most certainly not a noun because it may be applied to animals of various genders. APTE considers this to be an adjective."	srhodes@snowcrest.net	
12/17/2024 06:05:25	LRV	600	atantra	Headword Listed Twice	Please DELETE the second redundant listing of this Headword in the Hierarchy.	Headword Listed Twice	srhodes@snowcrest.net	
12/17/2024 06:07:17	LRV	603	atandrita	Unwearied energetic	Unwearied, energetic	Typo	srhodes@snowcrest.net	
12/17/2024 06:08:27	LRV	605	atarkita	Unthought-of	Unthought of	Typo	srhodes@snowcrest.net	
12/17/2024 10:22:30	AP90	490	atakaḥ	passer-by	passerby	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/17/2024 10:23:43	AP90	491	atanaṃ	passer-by	passerby	"Typo – Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/17/2024 11:34:36	SHS	677	atapta	Cool not heated	Cool, not heated	Typo	srhodes@snowcrest.net	
12/17/2024 11:57:48	SHS	675	atandrita	energetical	energetic	"Typo – This is a suggested ""print change"". Please bear this in mind: ""the meaning of energetical is energetic."" So why not just keep it simple and concise? My dictionary uses the word ""energetic"". In the Spirit of Sanskrit, ""less is more"" and ""more is prolix'. (I am on a prolix hunt)."	srhodes@snowcrest.net	
12/17/2024 12:14:39	SHS	679	atarkita	Unconsiderd	Unconsidered	Typo	srhodes@snowcrest.net	
12/17/2024 12:33:41	SHS	687	atasa	Sanā	Śaṇa	"Typo – Please note that this is a ""Print Change""."	srhodes@snowcrest.net	
12/17/2024 18:03:02	AP90	26621	viṣayaḥ	subject-matter	subject matter	"Typo – This appears to  be properly TWO words without hyphenation. Please note that this is a suggested Global ""print change"" across all dictionaries. I eliminate any hyphen that is not needed in the English Language according to current standards."	srhodes@snowcrest.net	
12/18/2024 06:08:17	SHS	689	atikatha	cast	caste	Typo	srhodes@snowcrest.net	
12/18/2024 06:17:19	SHS	693	atikṛti	twentyfive	twenty-five	Typo – Please note that this is a suggested correction across all dictionaries. I always insert a hyphen that is required by the English Language.	srhodes@snowcrest.net	
